Fold 0 Train,Fold 0 Val,Fold 1 Train,Fold 1 Val,Fold 2 Train,Fold 2 Val,Fold 3 Train,Fold 3 Val
0.494021475315094,0.7562601566314697,0.017722634598612785,0.03605801612138748,0.00906881969422102,0.009695720858871937,0.006324524059891701,0.051328662782907486
0.34957221150398254,0.4384671449661255,0.016511721536517143,0.032744187861680984,0.008697014302015305,0.008900267072021961,0.00770809268578887,0.030652327463030815
0.22157086431980133,0.2564992308616638,0.01638311892747879,0.03666824847459793,0.008405583910644054,0.008719424717128277,0.006322144530713558,0.025224829092621803
0.16195295751094818,0.1926865130662918,0.01569116674363613,0.03185780718922615,0.00847578700631857,0.0089438920840621,0.00651196762919426,0.032299987971782684
0.12704241275787354,0.1814531832933426,0.016099413856863976,0.034472689032554626,0.007971877232193947,0.00838884711265564,0.0061660450883209705,0.035947661846876144
0.0961572453379631,0.15586641430854797,0.015761524438858032,0.03381705656647682,0.007724757306277752,0.009212676435709,0.005506276153028011,0.027019312605261803
0.07503072917461395,0.14105023443698883,0.015240279026329517,0.03685712814331055,0.00774034671485424,0.009003320708870888,0.006773757748305798,0.04293079301714897
0.061715658754110336,0.11184880137443542,0.014943611808121204,0.03431621938943863,0.007715392857789993,0.008276349864900112,0.006078479345887899,0.0372096486389637
0.05289015173912048,0.09535139054059982,0.014460360631346703,0.03434930369257927,0.00751414755359292,0.008775676600635052,0.005223727319389582,0.032936859875917435
0.04708405211567879,0.056476134806871414,0.013916218653321266,0.033641889691352844,0.007422716822475195,0.009564065374433994,0.006361454725265503,0.030557215213775635
0.043181560933589935,0.03900619223713875,0.013719191774725914,0.03410995006561279,0.007183356210589409,0.009160833433270454,0.005370646249502897,0.04829590395092964
0.04101280868053436,0.06441498547792435,0.01292552798986435,0.03282937407493591,0.00718925055116415,0.008464918471872807,0.005460018757730722,0.04701773449778557
0.039435598999261856,0.04353363439440727,0.012916246429085732,0.03329675272107124,0.00693553127348423,0.009003009647130966,0.0052367388270795345,0.03600466623902321
0.037115588784217834,0.03529707342386246,0.012928038835525513,0.033220406621694565,0.00682167848572135,0.009462593123316765,,
0.03450737148523331,0.035626884549856186,0.012565352953970432,0.03259548544883728,0.006502635311335325,0.008919743821024895,,
0.032854001969099045,0.041282329708337784,0.011719854548573494,0.03450088948011398,0.006490893196314573,0.008309366181492805,,
0.03124067932367325,0.039676979184150696,0.01206220407038927,0.030755965039134026,0.006392098497599363,0.008000947535037994,,
0.03006729856133461,0.030599435791373253,0.011688854545354843,0.03524351865053177,0.0064341165125370026,0.008985752239823341,,
0.028585951775312424,0.04846521094441414,0.012100715190172195,0.032085318118333817,0.006528077181428671,0.008065281435847282,,
0.027986492961645126,0.0317416675388813,0.011904988437891006,0.03211494907736778,0.006898126099258661,0.00879440177232027,,
0.02763162925839424,0.035323888063430786,0.012761610560119152,0.032665178179740906,0.006267093122005463,0.008570399135351181,,
0.026740675792098045,0.048955053091049194,0.01096551213413477,0.0343179851770401,0.006227766629308462,0.009029218927025795,,
0.025222593918442726,0.04193152114748955,0.01084132306277752,0.03287990391254425,0.005945447366684675,0.00854385644197464,,
0.024739043787121773,0.03909340873360634,0.010422471910715103,0.030104540288448334,0.00591152673587203,0.00898156687617302,,
0.02497265301644802,0.03927389904856682,0.01026122085750103,0.034360844641923904,0.005898639094084501,0.008458785712718964,,
0.024505261331796646,0.053315773606300354,0.010572869330644608,0.03345392644405365,0.0058108228258788586,0.009353995323181152,,
0.023632662370800972,0.035563874989748,0.010358273051679134,0.030719801783561707,0.00568387471139431,0.009487354196608067,,
0.02303781732916832,0.04027058184146881,0.010156696662306786,0.036215055733919144,0.005832129158079624,0.009031552821397781,,
0.022679580375552177,0.03921372443437576,0.009706739336252213,0.033195242285728455,0.005579447373747826,0.009000750258564949,,
0.02242938242852688,0.04306219145655632,0.00956050492823124,0.029361054301261902,0.005728681571781635,0.00973391905426979,,
0.022525498643517494,0.054888054728507996,0.0094855185598135,0.03502517193555832,0.005718562286347151,0.00862561073154211,,
0.02260942943394184,0.0425955168902874,0.009305732324719429,0.03169797733426094,0.005517301149666309,0.008655252866446972,,
0.02218378521502018,0.03630092367529869,0.009312175214290619,0.0351308137178421,0.005539667792618275,0.008516593836247921,,
0.021538199856877327,0.04554229602217674,0.008918856270611286,0.031888991594314575,0.005259031895548105,0.008374090306460857,,
0.02114240452647209,0.04283299669623375,0.008398590609431267,0.029110124334692955,0.005686117801815271,0.010011637583374977,,
0.021233130246400833,0.04607679322361946,0.008095361292362213,0.029966989532113075,0.00614198949187994,0.00814393162727356,,
0.020733825862407684,0.04239817336201668,0.00814373791217804,0.031230172142386436,0.005426558665931225,0.008068937808275223,,
0.020479273051023483,0.04549552500247955,0.008156872354447842,0.029959747567772865,0.005144060123711824,0.008435494266450405,,
0.019792433828115463,0.0487929992377758,0.008267619647085667,0.02770945243537426,0.0050959051586687565,0.008278186433017254,,
0.01967502199113369,0.04128056764602661,0.008585522882640362,0.031951144337654114,0.0050844163633883,0.00844903476536274,,
0.01954241842031479,0.05158393085002899,,,0.00511166313663125,0.008679378777742386,,
0.018902406096458435,0.054292429238557816,,,0.005113936495035887,0.00827128067612648,,
0.019047437235713005,0.051946282386779785,,,0.005145151633769274,0.009469840675592422,,
0.018744036555290222,0.04782526195049286,,,0.005700358189642429,0.007870584726333618,,
0.018423866480588913,0.05921004340052605,,,,,,
0.018139569088816643,0.06584713608026505,,,,,,
0.017847377806901932,0.06518041342496872,,,,,,
0.016630101948976517,0.05141212418675423,,,,,,
0.016451815143227577,0.05903588607907295,,,,,,
0.016115188598632812,0.061058204621076584,,,,,,
